id,PageRank
1,0.00013899667335073247
2,2.8353484335078545e-05
4098,2.83324307704172e-06
4,3.713483090635882e-05
3,4.494542900692716e-06
6,1.3565733411861798e-05
7,4.831186180976624e-05
8,3.141577528405871e-06
9,1.480059983631048e-06
10,5.056729739309834e-06
4107,2.193419711352855e-05
13,1.0004962089304294e-05
2063,1.480059983631048e-06
4112,1.480059983631048e-06
17,1.3565733411861798e-05
16,3.3952121945350107e-06
19,1.480059983631048e-06
2067,1.0124912587811964e-05
21,8.692544124523901e-06
2070,1.3305059000195135e-05
20,2.1868625724512152e-06
23,1.281033311907619e-05
4121,1.480059983631048e-06
2073,1.480059983631048e-06
4119,2.2088614892453957e-06
2076,5.73505702246252e-06
25,6.94375665751561e-05
29,1.776930596272321e-06
2078,3.983845718448825e-06
2080,1.9593953849436316e-05
33,1.7126540194340514e-05
2082,7.728896299535689e-06
35,3.598322609407076e-05
2079,2.8936651612713835e-06
39,2.8497520906358285e-05
2087,1.480059983631048e-06
41,1.4774599678241261e-05
4136,1.480059983631048e-06
4141,1.480059983631048e-06
45,2.893665161271384e-06
4144,4.718793397412635e-06
51,3.1953296633414775e-05
4150,1.480059983631048e-06
57,3.362592692252974e-05
60,1.6312345112136482e-05
61,1.480059983631048e-06
62,4.494542900692716e-06
2110,4.644958024710738e-06
64,1.6654719111410762e-05
4163,1.480059983631048e-06
4164,1.480059983631048e-06
2118,5.505185134755662e-05
71,1.480059983631048e-06
4168,1.480059983631048e-06
4172,6.925394333050575e-05
2125,2.4140961723787083e-05
2127,5.349977561513885e-06
80,1.480059983631048e-06
2128,1.480059983631048e-06
81,2.893665161271383e-06
2132,1.480059983631048e-06
4181,3.195329663341472e-05
88,1.480059983631048e-06
93,3.141577528405871e-06
2142,1.7156608465711033e-06
2144,1.480059983631048e-06
101,2.186862572451216e-06
4198,3.1953296633414985e-05
4197,5.014072927731888e-06
104,8.197442704028523e-06
4205,3.1953296633415744e-05
2158,1.833461278041132e-06
111,3.1953296633414965e-05
109,2.1868625724512152e-06
113,1.480059983631048e-06
4212,1.480059983631048e-06
2165,9.26599771678563e-06
119,5.3242295152941045e-06
2167,9.405483563755292e-06
4217,2.8936651612713822e-06
4219,1.480059983631048e-06
2173,1.776930596272321e-06
2174,1.480059983631048e-06
127,4.023551387086665e-06
2176,6.8168180924692805e-06
4226,1.480059983631048e-06
132,1.480059983631048e-06
134,1.8334612780411317e-06
135,9.556793786254461e-06
4235,3.568816818402195e-06
2188,6.1391169341600825e-06
4237,1.480059983631048e-06
4238,4.718793397412635e-06
143,2.8658058455653446e-06
144,0.00011742202596525907
4240,1.480059983631048e-06
149,1.480059983631048e-06
4245,1.480059983631048e-06
2198,4.236331001501239e-06
2200,2.804389478201479e-06
159,4.3072703389117175e-06
160,3.118715713648323e-06
4257,5.976818145540021e-06
4261,8.68189345136171e-06
2214,3.9853361261679655e-06
167,9.049388803504833e-06
4266,1.480059983631048e-06
178,5.263754931106933e-06
2230,1.881761658995993e-05
184,3.1953296633414863e-05
4281,1.480059983631048e-06
2240,1.480059983631048e-06
2241,3.195329663341509e-05
192,2.893665161271384e-06
4291,3.33399829886083e-05
197,1.3565733411861798e-05
198,4.158956264865498e-06
2246,8.525772243321172e-06
200,4.513590053769542e-05
201,2.893665161271384e-06
202,0.00012469043877648745
4301,1.480059983631048e-06
4304,1.480059983631048e-06
4308,1.480059983631048e-06
2262,2.8936651612713835e-06
215,1.4439303480920236e-05
2266,2.1868625724512152e-06
219,1.480059983631048e-06
223,1.121246962676055e-05
224,1.480059983631048e-06
4320,5.324229515294099e-06
4322,1.480059983631048e-06
230,2.0011155768314228e-05
2284,2.893665161271384e-06
237,1.480059983631048e-06
241,1.694035328485289e-05
242,3.195329663341504e-05
245,1.795796432933901e-05
2296,3.814967991905368e-06
249,9.576881501591335e-06
4348,2.984663033735384e-06
2303,1.480059983631048e-06
256,2.893665161271384e-06
2305,3.74199093258521e-05
4354,2.8332430770417195e-06
4353,1.480059983631048e-06
257,1.7087583459354216e-05
4356,2.984663033735384e-06
2311,1.480059983631048e-06
2313,5.017384249074614e-05
4365,1.480059983631048e-06
270,3.195329663341518e-05
4367,1.480059983631048e-06
4369,1.480059983631048e-06
278,2.8936651612713827e-06
279,1.480059983631048e-06
280,3.1953296633415304e-05
283,5.324229515294108e-06
284,4.023551387086665e-06
2342,3.195329663341502e-05
2344,1.480059983631048e-06
4393,4.18642617045239e-06
2347,1.3442430285616927e-05
300,3.195329663341505e-05
4395,3.195329663341499e-05
4396,3.195329663341485e-05
2349,1.3020803564366564e-05
304,1.2567109536206374e-05
4400,4.644049154862513e-06
309,2.50589418112216e-06
313,1.480059983631048e-06
4415,1.480059983631048e-06
2370,3.1953296633414945e-05
4421,1.480059983631048e-06
2377,3.339252992914197e-05
330,1.480059983631048e-06
340,1.480059983631048e-06
2388,3.6224666668857314e-06
342,5.7385006070435e-06
353,1.480059983631048e-06
2404,2.893665161271384e-06
2409,1.480059983631048e-06
361,9.154803394727141e-05
363,4.158956264865506e-06
4458,1.480059983631048e-06
2419,1.8334612780411332e-06
2427,2.893665161271384e-06
4482,2.893665161271384e-06
2437,2.8936651612713835e-06
2438,1.3317674177007836e-05
395,4.457110763155806e-06
397,1.480059983631048e-06
2451,1.480059983631048e-06
4499,9.920845312756046e-06
410,1.480059983631048e-06
415,1.3757549157802498e-05
418,3.195329663341501e-05
4515,3.801414374213651e-06
2470,1.480059983631048e-06
4519,1.480059983631048e-06
2472,1.480059983631048e-06
425,7.506841161211655e-06
4521,1.480059983631048e-06
4522,1.7156608465711037e-06
4524,1.480059983631048e-06
4531,1.480059983631048e-06
2484,2.893665161271384e-06
2485,9.262443692466582e-06
2495,3.195329663341538e-05
448,2.8658058455653446e-06
4546,3.5898959270095146e-06
451,3.195329663341501e-05
2498,8.210310653556577e-06
4549,1.480059983631048e-06
4553,1.480059983631048e-06
2507,1.480059983631048e-06
4559,4.3072703389117175e-06
2512,1.480059983631048e-06
465,5.324229515294093e-06
468,1.480059983631048e-06
2516,1.480059983631048e-06
4569,2.186862572451215e-06
2523,1.480059983631048e-06
475,2.0233656513069173e-06
4573,1.480059983631048e-06
481,1.2948838308037402e-05
4579,1.480059983631048e-06
484,2.8936651612713835e-06
486,1.480059983631048e-06
489,3.195329663341489e-05
490,3.141577528405871e-06
492,6.1447258664915225e-06
2540,1.480059983631048e-06
4590,1.480059983631048e-06
4591,1.480059983631048e-06
4592,1.480059983631048e-06
493,1.776930596272321e-06
4594,1.480059983631048e-06
499,3.195329663341492e-05
500,7.676075354902372e-06
2549,1.480059983631048e-06
2543,2.893665161271383e-06
2548,3.5304735974892926e-06
4604,2.893665161271384e-06
4609,1.480059983631048e-06
4611,9.226263899916405e-06
4612,1.480059983631048e-06
518,3.1953296633415284e-05
2567,6.270647798669915e-05
520,1.480059983631048e-06
2566,3.138022230319551e-05
2568,6.271966290991946e-05
2569,1.480059983631048e-06
4615,1.480059983631048e-06
2570,2.1168684198489416e-06
2574,4.638483759587283e-06
523,2.893665161271384e-06
2571,2.753676856066835e-06
529,3.195329663341494e-05
530,2.1868625724512152e-06
533,1.480059983631048e-06
534,2.804389478201478e-06
4631,1.480059983631048e-06
535,1.776930596272321e-06
2585,2.1868625724512152e-06
537,4.718793397412635e-06
4635,6.76445692132303e-06
540,3.4127018092641913e-06
4639,2.8043894782014777e-06
2592,1.480059983631048e-06
545,2.8936651612713835e-06
546,4.2179946558418236e-06
547,3.1953296633415175e-05
548,2.3753606674030076e-06
4646,1.9512617095111596e-06
4649,1.7670029612657682e-05
2601,2.1868625724512152e-06
2603,1.480059983631048e-06
554,2.893665161271383e-06
4654,1.7156608465711037e-06
4659,5.6912401162188395e-06
4661,2.261879423243527e-06
566,2.8936651612713827e-06
4662,1.9512617095111596e-06
2616,1.480059983631048e-06
4664,1.480059983631048e-06
570,3.1953296633415e-05
571,3.195329663341508e-05
4668,2.0262785603034713e-06
4663,1.9512617095111596e-06
2622,2.5244384010166186e-06
4666,1.7156608465711037e-06
576,1.480059983631048e-06
2625,3.2591522045029676e-05
4667,2.0262785603034713e-06
2623,4.935693684349716e-06
2628,3.3332362721438258e-06
581,1.480059983631048e-06
4669,2.447746285779477e-06
2631,3.3332362721438258e-06
2632,2.6906894156039643e-06
585,1.480059983631048e-06
4681,1.480059983631048e-06
2635,2.9533226379269334e-05
588,1.480059983631048e-06
2637,1.480059983631048e-06
4680,1.480059983631048e-06
2633,3.3533741023815094e-06
2634,2.1168684198489416e-06
587,2.893665161271383e-06
2642,6.41134933414095e-05
593,2.8620142295820206e-06
2644,1.480059983631048e-06
4694,6.399053544635735e-06
2647,4.54773860353055e-05
602,1.480059983631048e-06
4698,1.480059983631048e-06
605,2.893665161271384e-06
606,2.3753606674030076e-06
2657,1.9397689247411737e-06
610,2.186862572451216e-06
2659,1.480059983631048e-06
2658,2.893665161271383e-06
4707,3.5279578641163747e-06
2661,2.893665161271383e-06
2665,1.480059983631048e-06
2666,2.1168684198489416e-06
2669,1.9397689247411737e-06
2670,2.4064394167881127e-06
623,4.924392937891943e-05
2672,6.33685943862037e-06
2671,2.6465715135613407e-06
626,2.0233656513069173e-06
2675,1.480059983631048e-06
628,1.480059983631048e-06
2674,2.893665161271383e-06
2678,1.480059983631048e-06
2676,2.8936651612713835e-06
2680,4.472623860159122e-06
4729,1.480059983631048e-06
2682,4.318963759243988e-06
2683,1.183367035888727e-05
636,1.480059983631048e-06
2684,4.318963759243988e-06
2685,7.138355843108011e-06
2686,3.1953296633415026e-05
2688,2.893665161271384e-06
635,3.6004677500915518e-06
4733,5.387481917248632e-06
4735,2.1868625724512152e-06
2693,1.480059983631048e-06
650,3.1953296633415155e-05
651,3.1953296633415074e-05
2699,1.480059983631048e-06
2700,6.382050381659632e-06
4753,3.195329663341527e-05
660,1.480059983631048e-06
2711,1.480059983631048e-06
2720,1.480059983631048e-06
2721,1.9512617095111613e-06
2725,3.9853361261679655e-06
678,4.9243929378919576e-05
2726,1.480059983631048e-06
2733,3.845522323981909e-06
687,1.480059983631048e-06
2738,1.480059983631048e-06
691,1.480059983631048e-06
4791,1.480059983631048e-06
708,8.225554686209523e-06
710,3.195329663341513e-05
2758,3.195329663341499e-05
4806,1.480059983631048e-06
2763,5.593209168489903e-06
4812,1.480059983631048e-06
717,4.51359005376955e-05
720,3.1953296633415074e-05
721,1.480059983631048e-06
2770,1.480059983631048e-06
2771,3.195329663341511e-05
722,2.804389478201479e-06
4823,5.1755331431709654e-06
4824,3.925262037305261e-06
2777,2.893665161271383e-06
732,4.3072703389117175e-06
4828,1.480059983631048e-06
733,2.8936651612713835e-06
2782,2.8936651612713827e-06
2784,1.480059983631048e-06
4833,1.0295482616286745e-05
2786,1.480059983631048e-06
2788,1.480059983631048e-06
747,1.480059983631048e-06
753,1.480059983631048e-06
4855,2.8936651612713835e-06
760,1.480059983631048e-06
2812,1.480059983631048e-06
768,3.195329663341524e-05
769,3.1953296633415094e-05
770,6.783837526388188e-06
2817,1.480059983631048e-06
2821,1.480059983631048e-06
2822,5.6912401162188395e-06
775,7.874670328397883e-06
2823,1.480059983631048e-06
777,3.1953296633415257e-05
778,1.480059983631048e-06
2825,1.480059983631048e-06
780,3.195329663341521e-05
2828,1.480059983631048e-06
786,1.480059983631048e-06
2835,2.431917146341573e-06
4884,4.0235513870866615e-06
2838,2.186862572451216e-06
801,2.1262996460540198e-05
4899,7.925585771708951e-06
4900,1.480059983631048e-06
2859,1.480059983631048e-06
814,3.195329663341502e-05
2866,1.480059983631048e-06
4918,5.324229515294086e-06
823,7.85154288343123e-06
824,1.480059983631048e-06
2870,3.195329663341524e-05
4921,1.480059983631048e-06
4925,2.8936651612713835e-06
832,1.9797188892769885e-05
2884,1.480059983631048e-06
840,2.893665161271383e-06
847,3.19532966334152e-05
2896,2.8936651612713835e-06
2897,6.624907643501524e-06
2903,4.227049103172504e-05
856,4.725511756519746e-06
2905,1.480059983631048e-06
2918,1.480059983631048e-06
882,1.1880142351513037e-05
2934,3.4944020362312736e-06
2940,1.480059983631048e-06
4988,2.8936651612713827e-06
2942,1.2148851051697988e-05
894,2.3753606674030076e-06
896,2.8936651612713835e-06
899,1.480059983631048e-06
905,1.835167512937311e-05
2953,2.893665161271383e-06
908,4.134285901407115e-05
911,3.749007896319153e-06
2961,1.480059983631048e-06
2962,3.4944020362312736e-06
5013,2.893665161271383e-06
2966,1.480059983631048e-06
5015,1.480059983631048e-06
920,1.5275402595939464e-05
5014,8.591356911663958e-06
922,3.7490078963191547e-06
923,7.841283283012577e-06
921,2.8043894782014777e-06
5025,1.480059983631048e-06
5027,1.480059983631048e-06
5028,2.893665161271384e-06
5029,4.924392937891951e-05
5030,3.195329663341504e-05
935,1.480059983631048e-06
5032,4.5135900537695454e-05
5036,1.480059983631048e-06
2629,3.3332362721438258e-06
2992,1.480059983631048e-06
950,1.480059983631048e-06
5046,3.195329663341528e-05
953,2.3753606674030076e-06
3003,1.480059983631048e-06
959,2.804389478201478e-06
3010,1.480059983631048e-06
3018,1.6149427774198592e-05
977,1.480059983631048e-06
3025,2.3450947980410665e-06
3027,2.893665161271384e-06
5080,2.893665161271383e-06
988,2.533777113572171e-05
5086,2.893665161271384e-06
997,4.66039748670685e-06
3045,1.480059983631048e-06
5096,1.480059983631048e-06
3056,1.480059983631048e-06
1012,1.480059983631048e-06
1013,2.593821137868085e-05
1014,3.1953296633415196e-05
1018,5.719569183851819e-05
1023,1.480059983631048e-06
1024,1.480059983631048e-06
1026,1.480059983631048e-06
1027,1.480059983631048e-06
5129,1.480059983631048e-06
3084,1.480059983631048e-06
5132,3.195329663341523e-05
3086,3.2470664556814755e-06
1037,2.804389478201479e-06
3092,1.480059983631048e-06
1046,1.8334612780411317e-06
3099,1.480059983631048e-06
1065,3.195329663341527e-05
5162,7.856909359146493e-06
5163,2.804389478201478e-06
1068,2.1868625724512152e-06
3119,2.893665161271384e-06
1074,1.480059983631048e-06
1076,2.893665161271384e-06
3125,8.728000591586821e-06
3129,5.858012499145415e-06
1084,3.195329663341513e-05
1092,1.4612202758761802e-05
1094,1.5132118726126065e-05
1095,1.480059983631048e-06
5193,1.480059983631048e-06
1098,2.186862572451216e-06
1100,3.1953296633415257e-05
5200,2.1868625724512152e-06
5201,3.5688168184022e-06
5202,4.888965372656888e-06
5203,6.150250452928747e-06
5204,2.1868625724512152e-06
1109,1.480059983631048e-06
3157,2.8658058455653446e-06
3161,1.480059983631048e-06
5212,1.4272409099185829e-05
1119,3.1953296633415196e-05
3168,2.8936651612713835e-06
1121,3.195329663341505e-05
1122,2.3753606674030076e-06
1125,1.480059983631048e-06
5221,1.480059983631048e-06
5227,2.893665161271384e-06
1133,3.195329663341519e-05
5234,1.480059983631048e-06
1139,1.480059983631048e-06
5235,1.480059983631048e-06
5237,6.624907643501518e-06
3190,1.480059983631048e-06
5239,7.809856065790414e-06
1140,2.893665161271384e-06
5240,5.211302465861183e-06
3197,1.480059983631048e-06
3198,3.261220726742747e-06
3203,1.480059983631048e-06
3208,2.023365651306918e-06
3211,1.480059983631048e-06
5259,4.0235513870866615e-06
3214,1.612959205674355e-05
1166,2.804389478201479e-06
3218,1.480059983631048e-06
3219,4.618241298762554e-05
1174,3.195329663341505e-05
3223,3.47864976235287e-05
1185,4.1404285922909655e-05
3236,1.480059983631048e-06
3237,1.480059983631048e-06
5284,4.02355138708665e-06
1191,5.1755331431709654e-06
3239,2.1868625724512157e-06
1196,3.195329663341522e-05
3246,1.794198997191717e-05
1201,4.060822935703293e-05
5297,2.8936651612713827e-06
5299,9.12118556936472e-06
1204,4.575722389405392e-06
1207,5.263754931106933e-06
3260,2.1814575580086297e-05
5309,1.480059983631048e-06
3264,1.480059983631048e-06
1217,2.3475366622988744e-05
3276,1.480059983631048e-06
3278,1.480059983631048e-06
1232,1.480059983631048e-06
3281,1.881761658995993e-05
3287,1.480059983631048e-06
3293,7.658758523098966e-06
1257,2.1273545495820374e-05
5353,1.480059983631048e-06
1260,4.158956264865497e-06
1261,2.804389478201479e-06
3308,1.480059983631048e-06
1267,4.158956264865496e-06
1268,8.738352228304e-06
1271,2.8936651612713827e-06
1277,3.195329663341531e-05
1285,1.480059983631048e-06
3333,2.893665161271384e-06
5384,4.307270338911719e-06
1290,2.893665161271384e-06
1291,3.1953296633415257e-05
3345,1.480059983631048e-06
5399,1.480059983631048e-06
5403,1.480059983631048e-06
5404,6.140101530358503e-06
3363,1.480059983631048e-06
1316,9.325419305199382e-06
5413,1.480059983631048e-06
1318,2.666779406541704e-06
3366,2.893665161271383e-06
5411,9.920845312756046e-06
1317,2.50589418112216e-06
3367,4.243968475533014e-06
5415,2.8936651612713835e-06
5420,1.480059983631048e-06
1326,2.3753606674030076e-06
5422,8.39011290392095e-06
1328,2.8043894782014777e-06
3377,2.3411559270676066e-05
1334,2.2031130350319215e-05
5433,1.480059983631048e-06
1340,1.9512617095111613e-06
3389,1.374223580361691e-05
5438,3.1953296633415155e-05
5439,2.8936651612713835e-06
5441,1.480059983631048e-06
5442,1.480059983631048e-06
3395,1.480059983631048e-06
3394,1.776930596272321e-06
3397,1.480059983631048e-06
1352,4.742262217727025e-06
1354,3.374918932456757e-06
3404,2.8936651612713835e-06
1358,3.1953296633415114e-05
3408,1.776930596272321e-06
5458,3.1953296633415744e-05
1363,2.1150323396171542e-05
1366,5.034434381106361e-06
3414,1.480059983631048e-06
1368,2.893665161271384e-06
3416,3.9853361261679655e-06
5464,2.893665161271383e-06
5472,5.2663646623348304e-06
5473,5.2663646623348304e-06
5476,2.893665161271383e-06
1381,1.480059983631048e-06
3429,9.672578412535331e-06
1383,2.1868625724512152e-06
1384,1.480059983631048e-06
1385,1.480059983631048e-06
1386,2.5597692674052846e-05
5480,1.480059983631048e-06
5489,1.480059983631048e-06
1394,1.480059983631048e-06
1396,8.36244347795785e-06
3445,2.186862572451216e-06
5492,3.19532966334153e-05
1403,2.2088614892453957e-06
3451,2.8936651612713835e-06
3452,2.8936651612713835e-06
3456,1.480059983631048e-06
5506,4.243968475533001e-06
5507,3.195329663341548e-05
3465,1.480059983631048e-06
3470,2.406439416788114e-06
5521,2.893665161271384e-06
5522,3.195329663341524e-05
5524,1.480059983631048e-06
3483,3.195329663341533e-05
3484,3.195329663341535e-05
1437,4.092517742141626e-05
3487,1.480059983631048e-06
3488,4.644958024710738e-06
3489,1.480059983631048e-06
3490,2.833243077041718e-06
3498,1.480059983631048e-06
3500,3.4127018092641786e-06
5549,1.480059983631048e-06
5551,2.8936651612713827e-06
3504,4.1589562648654975e-06
3511,1.480059983631048e-06
5560,1.480059983631048e-06
5568,3.1953296633415345e-05
1473,4.575722389405392e-06
3525,1.480059983631048e-06
1478,1.480059983631048e-06
3527,1.5031977464096133e-05
1487,1.480059983631048e-06
3539,1.480059983631048e-06
1492,8.053946234734368e-06
5590,3.195329663341569e-05
3545,1.7156608465711033e-06
3547,1.480059983631048e-06
1501,2.186862572451216e-06
5598,1.480059983631048e-06
3552,1.9011558818153872e-05
3553,1.480059983631048e-06
3554,1.480059983631048e-06
5602,2.8661483578982394e-06
3556,1.480059983631048e-06
3555,2.1868625724512152e-06
3558,1.480059983631048e-06
5606,2.406439416788114e-06
5609,1.480059983631048e-06
3562,2.3218929038773783e-06
3563,1.7627810191591157e-06
3564,1.7627810191591157e-06
3565,1.7627810191591157e-06
3566,1.7627810191591157e-06
3567,2.0412819304619346e-06
5615,1.480059983631048e-06
3569,2.0412819304619346e-06
3570,1.480059983631048e-06
3571,1.480059983631048e-06
3572,1.480059983631048e-06
5618,3.195329663341569e-05
5619,3.195329663341569e-05
5614,1.480059983631048e-06
1528,1.480059983631048e-06
1529,3.4294513377536026e-06
5622,3.2959250952617465e-06
5623,2.8661483578982394e-06
5636,1.480059983631048e-06
1541,1.480059983631048e-06
1543,9.640257438540438e-06
3591,1.480059983631048e-06
1545,2.893665161271383e-06
3598,1.5155840981257245e-05
1550,1.480059983631048e-06
5648,1.480059983631048e-06
5649,3.1953296633415467e-05
1555,1.473236364579789e-05
1556,4.023551387086661e-06
5655,1.480059983631048e-06
1565,1.480059983631048e-06
1566,2.0611633667784382e-05
3615,1.480059983631048e-06
1568,1.480059983631048e-06
5661,1.9397689247411733e-06
1572,1.480059983631048e-06
3630,2.6743526846805505e-05
1585,1.480059983631048e-06
1591,2.893665161271383e-06
3642,8.54808587183274e-06
3646,1.480059983631048e-06
1600,2.893665161271383e-06
3649,1.7109408149388915e-05
3655,2.023365651306918e-06
3660,1.480059983631048e-06
5612,2.893665161271384e-06
1615,2.9135783009512746e-05
5712,4.243968475533005e-06
3665,1.480059983631048e-06
1620,4.158956264865507e-06
5717,1.480059983631048e-06
3669,4.30727033891172e-06
5719,1.480059983631048e-06
1624,2.893665161271383e-06
5720,1.9512617095111604e-06
1629,1.480059983631048e-06
1630,1.480059983631048e-06
1631,1.480059983631048e-06
3678,1.480059983631048e-06
5729,7.134480694192396e-06
5730,1.480059983631048e-06
5731,1.480059983631048e-06
5732,1.480059983631048e-06
3689,2.83324307704172e-06
1643,2.893665161271384e-06
3695,1.480059983631048e-06
1648,1.480059983631048e-06
3699,2.186862572451216e-06
1656,2.359682324860155e-05
1657,1.480059983631048e-06
3704,1.480059983631048e-06
3707,2.893665161271383e-06
1662,1.480059983631048e-06
5759,3.1953296633415494e-05
1663,2.893665161271384e-06
5761,3.195329663341548e-05
3714,5.324229515294083e-06
5762,1.9397689247411733e-06
5763,3.195329663341548e-05
1669,2.6146611638228777e-05
1670,1.776930596272321e-06
3719,7.994032764751478e-06
1675,2.186862572451216e-06
3723,2.833243077041719e-06
3725,4.023551387086656e-06
3724,1.9512617095111596e-06
3731,2.893665161271383e-06
3732,1.480059983631048e-06
1685,1.480059983631048e-06
3734,4.243968475533017e-06
3735,1.538051089709437e-05
3736,1.776930596272321e-06
1689,1.7156608465711033e-06
1690,7.071178830813668e-06
3738,2.893665161271383e-06
5788,3.195329663341545e-05
5790,2.3286812512680136e-06
5791,1.480059983631048e-06
3744,6.215308427348345e-06
3746,1.480059983631048e-06
1700,3.195329663341546e-05
1701,8.336413278877393e-06
5798,3.195329663341543e-05
3748,2.893665161271384e-06
1708,3.195329663341545e-05
3757,2.8207877661455296e-06
3756,3.0144852021407858e-06
3759,2.0193938155971686e-06
3760,1.776930596272321e-06
5806,1.9397689247411733e-06
1719,1.480059983631048e-06
3776,1.480059983631048e-06
5824,2.1868625724512152e-06
5826,2.8936651612713835e-06
1731,1.2106989737976694e-05
3781,2.023365651306918e-06
3785,1.480059983631048e-06
1743,7.252357842705272e-06
1744,2.893665161271384e-06
5845,2.8936651612713835e-06
3800,1.480059983631048e-06
1752,7.303028070760456e-06
3804,1.480059983631048e-06
1759,1.480059983631048e-06
1763,1.480059983631048e-06
5859,2.893665161271383e-06
1764,4.307270338911718e-06
5862,1.480059983631048e-06
3815,3.195329663341513e-05
3816,1.480059983631048e-06
3813,2.893665161271383e-06
1765,7.505775584786621e-06
1771,6.088458316872604e-06
1769,6.410119573314952e-06
3820,2.186862572451216e-06
1774,1.480059983631048e-06
1779,3.19532966334155e-05
3828,2.893665161271383e-06
3829,1.480059983631048e-06
1787,3.1953296633415534e-05
3837,4.453595518781875e-06
5890,1.480059983631048e-06
5896,3.195329663341538e-05
1802,2.186862572451216e-06
5899,1.480059983631048e-06
1810,1.89221116273474e-05
3859,4.978402424768043e-06
3861,2.163610223510591e-05
1815,1.480059983631048e-06
1819,1.480059983631048e-06
3875,1.480059983631048e-06
3876,2.3286812512680136e-06
1829,1.480059983631048e-06
3878,3.4369708289472547e-06
1832,5.6912401162188395e-06
3881,1.480059983631048e-06
5929,4.494542900692716e-06
1839,2.8936651612713835e-06
1840,5.6575736531733325e-06
3888,2.023365651306918e-06
3887,1.480059983631048e-06
1846,4.978402424768043e-06
3896,1.480059983631048e-06
3897,1.937274656600145e-05
3898,2.833243077041719e-06
3903,1.480059983631048e-06
1855,2.893665161271383e-06
5955,3.1953296633415575e-05
1860,1.138916679912153e-05
5956,1.480059983631048e-06
5958,3.195329663341555e-05
5960,4.2439684755329985e-06
5963,1.480059983631048e-06
3917,1.480059983631048e-06
5971,2.8936651612713822e-06
1877,2.753682888462152e-06
1878,1.480059983631048e-06
3928,1.480059983631048e-06
1896,8.903540248625227e-06
1899,9.714476014882048e-06
5999,1.480059983631048e-06
3957,2.893665161271382e-06
3972,1.480059983631048e-06
3973,1.480059983631048e-06
3974,3.195329663341523e-05
3975,2.893665161271383e-06
3976,4.2439684755330154e-06
1933,3.195329663341546e-05
3982,3.1953296633415744e-05
3986,2.893665161271384e-06
3987,1.480059983631048e-06
3990,2.8936651612713835e-06
1947,2.8936651612713835e-06
1948,1.9486123107268977e-05
3996,9.278695890889229e-05
1953,2.4368835769036448e-05
4004,1.480059983631048e-06
1957,2.8936651612713835e-06
4007,2.893665161271384e-06
1967,1.776930596272321e-06
4015,1.480059983631048e-06
4029,1.480059983631048e-06
4030,1.480059983631048e-06
1984,1.480059983631048e-06
4035,2.023365651306918e-06
4036,1.9512617095111596e-06
4038,1.480059983631048e-06
1995,1.480059983631048e-06
4047,1.480059983631048e-06
4052,1.480059983631048e-06
4054,1.480059983631048e-06
4059,1.480059983631048e-06
2013,2.8658058455653446e-06
2014,1.480059983631048e-06
2017,3.4944020362312736e-06
2019,1.480059983631048e-06
2026,1.480059983631048e-06
4075,2.8936651612713835e-06
2028,1.8356109779544547e-05
4080,2.8936651612713835e-06
2040,2.893665161271384e-06
2045,1.63326555923035e-05
